FACIL,REC$TYPE,PROVINCE,FACTYPE,MGA,FTYPE,IPD_OPD,FACWT,Factype2,ownership,water_source,electricity,client_latrine,waste_disposal,waste_storage,sharps_disposal,sharps_storage,sterilization,equip_hld,guidelines_HLD,disinfectant,soapwater,st_precautions,latexgloves,medicalmasks,gowns,eye_protect,thermometer,stethoscope,BPmonitor,xray,fullblood,bloodsugar,liver_renal,adultO2mask,pulseoximeter,cylinders,overnight,communication,ambulance,preparedness,doctors,nurses,pharmacists,laboratorians,vaccination,growthmonitor,curativecare,familyplan,antenatal,PMTCT,malaria,STI,TBservice,HIVCT,ARTService,HIVcare,NCDService,surgery,cesarean,diagnostic,bloodtyping,transfusion,meetings,freqmeet,commmeet,freqcomm,quality,guidesterile,guideobserve,inpatient,numberbeds,total_full,total_part,discharges,outpatients
755,A,Sud Ubangi,Health centre,4,Rural,No,116618,Hospital,Private/NGO,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No, ,Yes,Yes,.545454545454545,17,6,3,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39,59,0,114,114
756,A,Sud Ubangi,5,4,Rural,No,3353942,Health Center,Private/NGO,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No, ,Yes,Yes,.363636363636364,2,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No, ,Yes,7,10,0,8,8
757,A,Sud Ubangi,Health centre,Government/public,Rural,No,116618,Hospital,Public,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, ,Yes, ,.545454545454545,23,1,3,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,64,48,1,79,79
758,A,Sud Ubangi,Health centre,4,Rural,No,116618,Hospital,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No, ,Yes,Yes,.545454545454545,27,2,2,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,81,69,0,400,400
759,A,Sud Ubangi,5,Government/public,Rural,No,3353942,Health Center,Public,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,No,Yes,.454545454545455,4,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,14,8,0, , 
760,A,Sud Ubangi,Health post,4,Rural,No,793004,Hospital,Private/NGO,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, ,Yes,Yes,.636363636363636,17,1,2,1,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,40,38,0,112,112
761,A,Sud Ubangi,Health centre,4,Rural,No,116618,Hospital,Private/NGO,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.818181818181818,17,3,2,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,No,Yes,Yes,Yes,54,44,0,269,269
762,A,Sud Ubangi,5,4,Rural,No,3353942,Health Center,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,No, ,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No,Yes,No,Yes, ,2,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,6,6,0, , 
763,A,Sud Ubangi,Health centre,4,Rural,No,116618,Hospital,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No, ,Yes,Yes,.727272727272727,31,9,3,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,Yes,Yes,Yes,116,74,1,302,302
764,A,Sud Ubangi,Health centre,Government/public,Rural,No,116618,Hospital,Public,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No, ,Yes,Yes,.454545454545455,19,3,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,78,42,0,125,125
765,A,Sud Ubangi,5,Government/public,Rural,No,0,Health Center,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
766,A,Sud Ubangi,Health post,Government/public,Rural,No,233237,Hospital,Public,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,Yes,No,.363636363636364,8,2,0,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No, ,No,No, ,Yes,26,17,0,98,98
767,A,Sud Ubangi,Health centre,Government/public,Rural,No,233237,Hospital,Public,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, ,Yes,Yes,.636363636363636,87,6,6,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No, ,Yes,208,157,3,280,280
768,A,Sud Ubangi,5,4,Rural,No,3353942,Health Center,Private/NGO,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.454545454545455,4,0,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,3,8,0, , 
769,A,Sud Ubangi,5,Government/public,Rural,No,3353942,Health Center,Public,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No,Yes,No,Yes,.181818181818182,2,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No, ,No,6,9,0, , 
770,A,Sud Ubangi,Health centre,Government/public,Rural,No,116618,Hospital,Public,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, ,Yes,Yes,.545454545454545,5,3,3,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,130,55,0,373,373
771,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No, , ,No,No,No,No,No,Yes,No,No,.181818181818182,2,1,0,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No, ,No,No, ,No,2,5,0, , 
772,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No, , ,No,No,No,No,No,Yes,No,No,.181818181818182,3,2,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No, ,No,1,7,0, , 
773,A,74,Health centre,Government/public,Rural,No,116618,Hospital,Public,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No, ,No, ,.272727272727273,38,2,0,0,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,No,No, ,Yes,42,59,0,157,157
774,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No, ,No,No,No,No,No,No,Yes,No,No,.272727272727273,2,0,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,No,1,5,0, , 
775,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,No,No, ,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No, , ,No,No,No,No,No,Yes,No,No,0,1,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No, ,No,2,4,0, , 
776,A,74,Health centre,Government/public,Rural,No,116618,Hospital,Public,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, ,Yes,Yes,.454545454545455,41,0,3,9,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,Yes,135,71,0,257,257
777,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No, ,No,No,No,No,No,No,Yes,No,No,.272727272727273,1,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No, ,No,3,4,0, , 
778,A,74,5,Private for profit,Urban,No,1357437,Health Center,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No, ,No,No,.272727272727273,4,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,Yes,8,5,0,20,20
779,A,74,Health post,Government/public,Urban,No,116618,Hospital,Public,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, ,No,No,.272727272727273,57,6,4,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No, ,Yes,No, ,Yes,37,92,0,57,57
780,A,74,Health centre,Government/public,Urban,No,116618,Hospital,Public,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, , ,Yes,.272727272727273,105,4,5,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No, ,Yes,335,163,4,866,866
781,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,Yes,Yes,No,No,Yes,Yes, ,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No, ,Yes,No,.272727272727273,5,2,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No, ,Yes,4,9,0,4,4
782,A,74,5,Private for profit,Urban,No,1357437,Health Center,Private/NGO, ,Yes, ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes, , ,No,No,No,No,No, ,No,No, ,4,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,6,0,12,12
783,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,Yes,No, ,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes, , ,No,No,No,No,No, ,No,No,.181818181818182,2,1,0,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No, ,Yes,4,5,0,8,8
784,A,74,Health hut,Government/public,Rural,No,116618,Health Center,Public,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No, ,No,No,.545454545454545,14,3,1,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No, ,Yes,35,20,0,199,199
785,A,74,Health post,Private for profit,Urban,No,116618,Hospital,Private/NGO,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No, ,Yes,No,.272727272727273,32,1,1,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,Yes,No,No, ,Yes,40,56,0,39,39
786,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No,Yes,No,No,.272727272727273,1,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No, ,No,5,5,0, , 
787,A,74,Health hut,4,Rural,No,116618,Health Center,Private/NGO,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No, ,Yes, ,.363636363636364,13,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,34,19,1,95,95
788,A,74,5,Government/public,Rural,No,1357437,Health Center,Public, ,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No, ,No,No, ,2,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No, ,Yes,10,6,0,42,42
789,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,No,Yes, ,No,Yes,No,No, , , ,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No, ,No,No, ,2,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No, ,No, ,No, , ,Yes,8,2,0,38,38
790,A,74,Health centre,Government/public,Rural,No,116618,Hospital,Public,Yes,Yes, ,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,Yes,Yes,No,No, ,No,No,.727272727272727,12,0,0,7,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,40,68,0,184,184
791,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No, ,No,No,.0909090909090909,5,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No, ,Yes,15,8,0,40,40
792,A,74,5,Government/public,Rural,No,116618,Health Center,Public,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,No,No,.454545454545455,9,1,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No, ,Yes,62,15,0,112,112
793,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,Yes,Yes,No,.181818181818182,1,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No, ,No,7,4,0, , 
794,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No, , ,No,No,No,No,No,Yes,No,No,0,1,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No, ,No,3,4,0, , 
795,A,74,Health centre,Government/public,Rural,No,233237,Hospital,Public,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No, ,No, ,.818181818181818,41,0,0,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,No,Yes,Yes,Yes,78,65,0,274,274
796,A,74,Health centre,Government/public,Rural,No,116618,Hospital,Public,No,Yes,Yes,No,Yes,No,No,Yes, ,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,Yes,No,No, ,Yes, , ,36,2,2,0,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,Yes,Yes,Yes,89,70,0,243,243
797,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,No,No,Yes,No,No,Yes,No,No,.272727272727273,4,2,0,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No, ,No, ,No,No, ,No,2,9,0, , 
798,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No,Yes,No,No,.272727272727273,4,1,0,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No, ,No, ,No,No, ,No,2,6,0, , 
799,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No,Yes,Yes,No,.363636363636364,2,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No, ,No,6,5,0, , 
800,A,74,Health centre,4,Rural,No,116618,Hospital,Private/NGO,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No, ,Yes,No,.272727272727273,16,0,0,0,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,48,19,1,108,108
801,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No, , ,No,No,No,No,No,Yes,No,No,0,2,0,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No, ,No,5,6,0, , 
802,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No,Yes,Yes,No,.272727272727273,5,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No, ,No,7,6,0, , 
803,A,74,Health centre,Government/public,Urban,No,116618,Hospital,Public,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No, ,Yes, ,.363636363636364,42,0,2,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,130,64,0,181,181
804,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No, ,No,No,.272727272727273,7,1,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No, ,No, ,No,No, ,Yes,7,10,0,40,40
805,A,74,Health hut,Government/public,Rural,No,116618,Health Center,Public,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes, ,No,Yes,No,No,No,No, ,Yes,No,.454545454545455,21,2,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,Yes,32,29,0,159,159
806,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,No,No,Yes,No,No,Yes,Yes,No,.454545454545455,2,0,1,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No, ,No,6,8,0, , 
807,A,74,Health hut,Private for profit,Rural,No,233237,Health Center,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,Yes,No,No, ,Yes,No,.636363636363636,8,0,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,No,No, ,Yes,24,11,0,57,57
808,A,74,Health post,Government/public,Urban,No,116618,Hospital,Public,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No, ,Yes,No,.0909090909090909,34,2,2,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,43,48,1,135,135
809,A,74,Health post,Government/public,Urban,No,116618,Hospital,Public,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes, , ,No,.454545454545455,22,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No, ,Yes,No, ,Yes,64,30,7,78,78
810,A,74,5,Government/public,9,9,0,Health Center,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
811,A,74,5,Government/public,9,9,0,Health Center,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
812,A,74,Health hut,Private for profit,9,9,0,Health Center,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
813,A,74,Health hut,Government/public,Rural,No,116618,Health Center,Public,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No, ,No,No,.454545454545455,3,0,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No, ,Yes,8,9,0,8,8
814,A,74,Health hut,Private for profit,9,9,0,Health Center,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
815,A,74,5,Government/public,Rural,No,1357437,Health Center,Public,No,Yes, ,No,Yes,Yes,No,Yes, ,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,Yes,No,No,Yes,No,No, ,5,1,0,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No, ,No,3,11,0, , 
816,A,74,Health centre,Government/public,Rural,No,116618,Hospital,Public,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No, ,No, ,.454545454545455,20,0,1,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,Yes,Yes,Yes,65,46,1,176,176
