FACIL,REC$TYPE,REGION,FACTYPE,MGA,FTYPE,IPD_OPD,FACWT,Factype2,ownership,water_source,electricity,client_latrine,waste_disposal,waste_storage,sharps_disposal,sharps_storage,sterilization,equip_hld,guidelines_HLD,disinfectant,soapwater,st_precautions,latexgloves,medicalmasks,gowns,eye_protect,thermometer,stethoscope,BPmonitor,xray,fullblood,bloodsugar,liver_renal,adultO2mask,pulseoximeter,cylinders,overnight,communication,ambulance,preparedness,doctors,nurses,pharmacists,laboratorians,vaccination,growthmonitor,curativecare,familyplan,antenatal,normdelivery,TBservice,NCDService,diagnostic,bloodtyping,transfusion,quality,guidesterile,guideobserve,inpatient,numberbeds,total_full,total_part,discharges,outpatients
10989,A,Rajshahi,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,1234708,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.727272727272727,0,0,1,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No, ,No, ,3,0, , 
10990,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No, ,No, ,2,0, , 
10991,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,192322,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes, , ,No,No,No,No,No,No,Yes,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No, ,No, ,1,0, , 
10992,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,192322,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,No,No,Yes,No,No,Yes,No,No,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, ,No,0,1,0, , 
10993,A,Rajshahi,Upzila Health Complex (UHC),Government/Public (MOHFW),Rural,No,276039,Hospital,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes, ,Yes,Yes,.636363636363636,0,15,3,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,48,43,0,103,103
10994,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,1163165,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,Yes,.636363636363636,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No, ,2,0, , 
10995,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,192322,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,Yes,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No, ,No, ,2,0, , 
10996,A,Rajshahi,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,1234708,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,Yes,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No, ,No, ,1,0, , 
10997,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No, ,No, ,3,0, , 
10998,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,192322,Health Center/post,Public,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,0,0,0,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No, ,No, ,1,0, , 
10999,A,Rajshahi,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No, ,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11000,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,192322,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No, ,No, ,1,0, , 
11001,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,192322,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.363636363636364,0,0,0,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No, ,No, ,2,0, , 
11002,A,Rajshahi,NGO Clinic (other than Smiling Sun Clinics),NGO,Rural,No, ,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11003,A,Rajshahi,Upzila Health Complex (UHC),Government/Public (MOHFW),Urban,No,276039,Hospital,Public,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes, ,Yes,Yes,.545454545454545,0,8,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,31,29,0,365,365
11004,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,Yes,.181818181818182,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No, ,No, ,3,0, , 
11005,A,Rajshahi,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,1234708,Health Center/post,Public,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes, , , , ,No,No,No,No,No,No,.181818181818182,0,0,0,0,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No, ,No, ,2,0, , 
11006,A,Rajshahi,Privtate Hospital (with >20 beds),Private for Profit,Urban,No,248539,Health Center/post,Private/NGO,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes, ,Yes,Yes,.454545454545455,6,9,2,3,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,22,45,5,255,255
11007,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,1163165,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,Yes,No,No,Yes,No,No,.636363636363636,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,0,1,0, , 
11008,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No, ,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No, , ,No, ,2,0, , 
11009,A,Rajshahi,Mother and Child Welfare Center (MCWC),Government/Public (MOHFW),Rural,No,76929,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No, ,No,No,.818181818181818,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,0,3,0,18,18
11010,A,Rajshahi,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,1234708,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,No,No,No,No, ,No,Yes,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,1,0,No,No,Yes,No,No,No,No,Yes,No,No,No,No, , ,No, ,1,0, , 
11011,A,Rajshahi,District Hospital (DH),Government/Public (MOHFW),Urban,No,76929,Hospital,Public,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No, ,Yes,Yes,.363636363636364,2,57,3,1,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,998,90,0,1623,1623
11012,A,Rajshahi,Upzila Health Complex (UHC),Government/Public (MOHFW),Urban,No,276039,Hospital,Public,Yes,Yes,No,No,Yes,No,No,No,No, ,No,Yes,No,No,No,No,No,Yes,Yes,Yes, , ,No,No,No,No,No,No,Yes,No, ,0,0,0,1,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No, , ,No, ,7,0, , 
11013,A,Rajshahi,Mother and Child Welfare Center (MCWC),Government/Public (MOHFW),Urban,No,76929,Health Center/post,Public,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes, , , , ,No,No,No, ,Yes,Yes,.636363636363636,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,0,4,0,0,0
11014,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,1163165,Health Center/post,Public,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,Yes,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No, ,No, ,2,0, , 
11015,A,Rajshahi,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,1234708,Health Center/post,Public,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes, , , , ,Yes,No,No,No,Yes,No,.272727272727273,0,0,1,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No, ,3,0, , 
11016,A,Rajshahi,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,1234708,Health Center/post,Public,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.0909090909090909,0,0,1,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No, ,No, ,3,0, , 
11017,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes, , ,No,No,No,No,No,No,No,No,.181818181818182,0,0,0,0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No, ,2,0, , 
11018,A,Rajshahi,Privtate Hospital (with >20 beds),Private for Profit,Urban,No,248539,Health Center/post,Private/NGO,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.545454545454545,0,4,0,2,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, ,Yes,10,11,6,42,42
11019,A,Rajshahi,Upzila Health Complex (UHC),Government/Public (MOHFW),Rural,No,276039,Hospital,Public,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No, ,Yes,Yes,.454545454545455,0,22,2,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,45,51,0,642,642
11020,A,Rajshahi,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,1234708,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No, , , , ,No,No,No,Yes,Yes,No,.272727272727273,0,0,1,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No, ,No,0,3,0, , 
11021,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,No,Yes,Yes,No,Yes,No,Yes,No,No, ,No,Yes,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No, , ,No, ,3,0, , 
11022,A,Rajshahi,NGO Clinic (other than Smiling Sun Clinics),NGO,Rural,No,476959,Health Center/post,Private/NGO,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes, ,No,Yes,Yes,No,No,No,No,No,No,.181818181818182,0,0,0,1,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No, ,No, ,7,1, , 
11023,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.727272727272727,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No, ,4,0, , 
11024,A,Rajshahi,District Hospital (DH),Government/Public (MOHFW),Urban,Yes,76929,Hospital,Public,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No, ,Yes,Yes,.272727272727273,3,90,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,82,121,0,828,828
11025,A,Rajshahi,Mother and Child Welfare Center (MCWC),Government/Public (MOHFW),Urban,Yes,76929,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , , ,No,No,No, ,Yes,Yes,1,0,1,0,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,0,4,0,797,797
11026,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,1163165,Health Center/post,Public,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,No,No,.545454545454545,0,0,1,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,0,3,0, , 
11027,A,Rajshahi,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,1234708,Health Center/post,Public,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes, , , , ,No,No,No,No,No,No,.272727272727273,0,0,1,0,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No, ,4,0, , 
11028,A,Rajshahi,Privtate Hospital (with >20 beds),Private for Profit,Urban,No,248539,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes, ,Yes,Yes,.545454545454545,6,16,0,10,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,28,48,12,72,72
11029,A,Rajshahi,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,1234708,Health Center/post,Public,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes, , , , ,Yes,No,No,No,No,No,.454545454545455,0,0,1,0,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No, ,3,0, , 
11030,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.636363636363636,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No, ,3,0, , 
11031,A,Rajshahi,Upzila Health Complex (UHC),Government/Public (MOHFW),Urban,No,276039,Hospital,Public,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes, ,Yes,Yes,.454545454545455,0,9,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No, ,Yes,31,20,0,9998,9998
11032,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,1163165,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,0,0,0,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No, ,No, ,2,0, , 
11033,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,No,No,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No, ,No, ,1,0, , 
11034,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No, ,No, ,1,0, , 
11035,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,1163165,Health Center/post,Public,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No, ,No, ,2,0, , 
11036,A,Rajshahi,Upzila Health Complex (UHC),Government/Public (MOHFW),Urban,No,276039,Hospital,Public,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,Yes, ,Yes, ,.545454545454545,0,13,2,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No, ,Yes,38,43,0,454,454
11037,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,1163165,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,Yes,.363636363636364,0,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No, ,No, ,3,0, , 
11038,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,No,No, ,No,Yes,No,No,No,No,No,Yes,Yes,No, ,No,Yes,No,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No, , ,No, ,3,0, , 
11039,A,Rajshahi,District Hospital (DH),Government/Public (MOHFW),Urban,No,76929,Hospital,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes, ,Yes,Yes,.636363636363636,6,112,4,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,228,181,0,4741,4741
11040,A,Rajshahi,Mother and Child Welfare Center (MCWC),Government/Public (MOHFW),Urban,No,76929,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , ,Yes,No,Yes,Yes,Yes, ,Yes,Yes,.727272727272727,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,0,3,0,167,167
11041,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,Yes,No,No,No,Yes,Yes,No,No,No, ,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, ,Yes,No,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No, , ,No, ,3,0, , 
11042,A,Rajshahi,NGO Clinic (other than Smiling Sun Clinics),NGO,Urban,No,476959,Health Center/post,Private/NGO,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , ,Yes,No,Yes,No,Yes,No,Yes,No,.818181818181818,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No, ,2,0, , 
11043,A,Rajshahi,Privtate Hospital (with >20 beds),Private for Profit,Urban,No,248539,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,Yes,No,No,Yes, ,Yes,No,.636363636363636,7,6,0,1,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No, ,Yes,15,16,7,45,45
11044,A,Rajshahi,Privtate Hospital (with >20 beds),Private for Profit,Urban,No,248539,Health Center/post,Private/NGO,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.636363636363636,13,6,2,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, ,Yes,25,37,18,60,60
11045,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,1163165,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No, ,No, ,3,0, , 
11046,A,Rajshahi,Upzila Health Complex (UHC),Government/Public (MOHFW),Urban,No,276039,Hospital,Public,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes, ,Yes,Yes,.636363636363636,0,15,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No, ,Yes,37,37,0,9998,9998
11047,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,1163165,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.363636363636364,0,0,0,0,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No, ,No, ,1,0, , 
11048,A,Rajshahi,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,1234708,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,No, ,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No, ,0,0,1,0,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes, , ,No, ,2,0, , 
11049,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,No,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No, ,No, ,1,0, , 
11050,A,Rajshahi,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,1163165,Health Center/post,Public,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No, ,7,0, , 
11051,A,Rajshahi,Community Clinic,Government/Public (MOHFW),Rural,No,4176139,Health Center/post,Public,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No, , , , ,No,No,No,No,No,No,.181818181818182,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No, ,No, ,3,0, , 
11052,A,Rajshahi,NGO Clinic (other than Smiling Sun Clinics),Local Government,Urban,No,476959,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,No,No,.545454545454545,0,0,0,1,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No, ,No, ,13,0, , 
