FACIL,REC$TYPE,DEPART,FACTYPE,MGA,FTYPE,IPD_OPD,FACWT,Factype2,ownership,water_source,electricity,client_latrine,waste_disposal,waste_storage,sharps_disposal,sharps_storage,sterilization,equip_hld,guidelines_HLD,disinfectant,soapwater,st_precautions,latexgloves,medicalmasks,gowns,eye_protect,thermometer,stethoscope,BPmonitor,xray,fullblood,bloodsugar,liver_renal,adultO2mask,pulseoximeter,cylinders,overnight,communication,ambulance,preparedness,doctors,nurses,pharmacists,laboratorians,vaccination,growthmonitor,curativecare,familyplan,antenatal,PMTCT,malaria,STI,TBservice,HIVCT,ARTService,HIVcare,NCDService,surgery,cesarean,diagnostic,bloodtyping,transfusion,meetings,freqmeet,commmeet,freqcomm,quality,guidesterile,guideobserve,inpatient,numberbeds,total_full,total_part,discharges,outpatients
840,A,Sud,Health post,Government/public,Urban,No,996044,Hospital,Public,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes, ,Yes,No,.545454545454545,3,11,1,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,Yes,Yes,Yes,15,35,0,0,0
841,A,Sud,7,4,Urban,No,996044,Health Center/post,Private/NGO,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,Yes,No,No,Yes,No,.545454545454545,0,6,0,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No, ,11,0, , 
842,A,Sud,7,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,Yes,No,Yes,No,Yes, , , ,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,No,Yes,No, ,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No, ,No, ,No, , ,No, ,7,0, , 
843,A,Sud,7,4,Urban,No,996044,Health Center/post,Private/NGO,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,Yes,No,No,Yes,Yes,.454545454545455,1,3,1,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,No, ,No, ,6,0, , 
844,A,Sud,6,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,No,.545454545454545,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No, ,No,No, ,No,3,8,0, , 
845,A,Sud,7,Government/public,Urban,No,996044,Health Center/post,Public,No,No,No,No,No,Yes, ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.545454545454545,1,2,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No, ,Yes,No,No,Yes,Yes,No, ,4,1, , 
846,A,Sud,7,Government/public,Rural,No,996044,Health Center/post,Public,No,No,Yes,Yes,Yes,No,No, , , ,No,No,No,No,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,Yes, ,0,5,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No, ,No, , ,No, ,5,1, , 
847,A,Sud,7,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,Yes,No,Yes,Yes,Yes,No,.272727272727273,2,3,0,1,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,No, ,No,3,7,1, , 
848,A,Sud,6,Government/public,Rural,No,996044,Health Center/post,Public,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,Yes,No,No,Yes,Yes, ,.545454545454545,2,13,1,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,No, ,No,2,48,0, , 
850,A,Sud,7,Private for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,Yes, , , , ,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No, ,0,1,0,0,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No, ,No, ,No, , ,No, ,1,0, , 
851,A,Sud,Health post,Government/public,Rural,No,996044,Hospital,Public,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes, ,Yes,Yes,.909090909090909,8,11,2,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No,Yes,Yes,Yes,22,35,0,112,112
852,A,Sud,5,Private for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,.636363636363636,3,6,1,2,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,No, ,No, ,12,0, , 
853,A,Sud,7,Government/public,Rural,No,996044,Health Center/post,Public,No,No,No,Yes,Yes,No, ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,Yes,.545454545454545,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No, ,Yes,No,No,Yes,Yes,No, ,2,0, , 
854,A,Sud,7,Government/public,Rural,No,996044,Health Center/post,Public,No,No,No,Yes,Yes,No, , , , ,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,Yes, ,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No, ,No, ,No, , ,No, ,1,0, , 
855,A,Sud,7,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,No,Yes,Yes,No, ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,Yes,.545454545454545,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No, ,No, ,2,0, , 
856,A,Sud,6,Government/public,Rural,No,996044,Health Center/post,Public,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,Yes,Yes,Yes,Yes,No,.363636363636364,3,5,0,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No, ,Yes,Yes,No,No, ,No,1,20,2, , 
857,A,Sud,7,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,Yes,No,.636363636363636,1,2,0,1,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No, ,Yes,Yes,Yes,Yes,Yes,No, ,4,0, , 
858,A,Sud,6,Government/public,Urban,No,996044,Health Center/post,Public,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,No,Yes,.363636363636364,3,8,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1,15,0, , 
859,A,Sud,5,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No, ,Yes,Yes,No,Yes,No,No,Yes,Yes,No,.454545454545455,2,5,1,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,Yes,Yes,No,10,12,1, , 
860,A,Sud,7,4,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,Yes,Yes,No,No,No, ,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No,Yes,Yes,No, ,1,4,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,No, ,No,3,11,1, , 
863,A,Sud,Health post,Government/public,Urban,No,996044,Hospital,Public,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,Yes, ,Yes, ,.454545454545455,3,18,1,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,Yes,Yes,Yes,23,43,3,34,34
865,A,Sud,7,Private for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No,No,Yes,No,.545454545454545,1,9,0,2,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No, ,No, ,No,No, ,No, ,12,1, , 
866,A,Sud,5,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No,Yes, ,No,.818181818181818,2,6,2,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,Yes,Yes,No,8,12,0, , 
867,A,Sud,Health hut,NGO/ Private not for profit,Rural,No,996044,Hospital,Private/NGO,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes, ,Yes,Yes,.727272727272727,18,186,2,13,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,130,278,18,368,368
868,A,Sud,5,Government/public,Urban,No,996044,Health Center/post,Public,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No, ,No,No,.545454545454545,5,14,0,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,Yes,Yes,Yes,6,24,3,9,9
869,A,Sud,6,Government/public,Rural,No,996044,Health Center/post,Public,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.181818181818182,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No, ,Yes,No,No,No, ,No, ,2,0, , 
870,A,Sud,7,Private for profit,Urban,No,996044,Health Center/post,Private/NGO,No,No,Yes,No,Yes,Yes, ,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No, ,No,.272727272727273,0,4,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No, ,No,No, ,No, ,17,0, , 
871,A,Sud,7,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,Yes,No,Yes,Yes,No,.545454545454545,2,3,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,Yes,Yes,No,1,7,2, , 
872,A,Sud,7,Private for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,Yes,Yes,No, ,No,No, ,No,Yes,No,Yes,Yes,Yes,No,Yes, ,Yes, , , , ,No,No,No,No,No,No, ,0,2,0,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No, ,No, , ,No, ,7,0, , 
873,A,Sud,6,Private for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,Yes,No,Yes,No,No,No, , , ,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No,No,No,Yes, ,2,3,2,2,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No, ,No, ,No, , ,No, ,9,0, , 
874,A,Sud,6,Government/public,Urban,No,996044,Health Center/post,Public,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No,Yes,No,Yes,.727272727272727,5,11,2,4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,Yes,Yes,No,5,23,0, , 
876,A,Sud,7,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,No,No,.818181818181818,0,1,0,1,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No, ,2,0, , 
878,A,Sud,7,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,No,Yes,Yes,Yes,Yes,No, ,No,No, ,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,2,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No, , ,No, ,9,0, , 
879,A,Sud,Health hut,Private for profit,Rural,No,996044,Hospital,Private/NGO,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.909090909090909,13,58,5,9,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,Yes,Yes,Yes,90,88,3,178,178
881,A,Sud,7,4,Rural,No,996044,Health Center/post,Private/NGO,No,No,No,Yes,Yes,No, ,No,No, ,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,Yes,No,No,No,No,No, ,0,2,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No, , ,No, ,4,0, , 
882,A,Sud,6,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,Yes,No,.545454545454545,5,5,0,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,Yes,Yes,No,3,12,3, , 
883,A,Sud,7,Government/public,Rural,No,996044,Health Center/post,Public,No,No,No,No,No,No,No, , , ,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,Yes, ,1,2,1,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No, ,No, , ,No, ,19,0, , 
884,A,Sud,Health hut,Government/public,Rural,No,996044,Hospital,Public,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,.818181818181818,9,38,4,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,Yes,22,59,0,12,12
885,A,Sud,7,4,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, ,No,Yes,No,Yes,No,No,Yes,Yes,No,.454545454545455,1,6,0,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No, ,No, ,Yes,No, ,No,4,11,0, , 
886,A,Sud,7,4,Rural,No,996044,Health Center/post,Private/NGO,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,No,No,.636363636363636,0,1,1,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,4,4,0, , 
887,A,Sud,7,NGO/ Private not for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,No,No,.363636363636364,0,4,0,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,No, ,No, ,6,0, , 
888,A,Sud,5,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,Yes,No,.272727272727273,4,12,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,Yes,Yes,Yes,8,40,1,7,7
889,A,Sud,7,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No, ,Yes,Yes,No,No,No,No,Yes, ,No,.545454545454545,0,5,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,Yes,No, ,No,2,7,0, , 
891,A,Grand-Anse,7,Government/public,Rural,No,996044,Health Center/post,Public,Yes,Yes,No,No,Yes,Yes, ,No,No, ,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,1,0,0,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No, ,Yes,No,No, , ,No, ,1,0, , 
892,A,Grand-Anse,5,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No,No,No,No,.272727272727273,0,3,0,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No, ,No, ,5,0, , 
893,A,Grand-Anse,6,4,Rural,No,996044,Health Center/post,Private/NGO,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,No,No,.363636363636364,1,4,1,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,Yes,No, ,No, ,10,2, , 
894,A,Grand-Anse,7,4,Rural,No,996044,Health Center/post,Private/NGO,No,No,Yes,Yes,Yes,No, ,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.363636363636364,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No, ,No, ,4,0, , 
895,A,Grand-Anse,6,4,Urban,No,996044,Health Center/post,Private/NGO, ,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No,Yes,Yes,No, ,2,9,0,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,Yes,Yes,Yes,No,1,30,0, , 
896,A,Grand-Anse,7,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,No,No,No,Yes, ,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,No,No,.454545454545455,0,3,0,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No, ,No,2,5,0, , 
898,A,Grand-Anse,6,NGO/ Private not for profit,Urban,No,996044,Health Center/post,Private/NGO, ,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes, ,5,33,1,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,94,1, , 
899,A,Grand-Anse,7,4,Rural,No,996044,Health Center/post,Private/NGO, ,No,No,No,Yes,No, , , , ,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,Yes, ,0,1,0,0,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No, ,Yes,Yes,No, , ,No, ,2,0, , 
900,A,Grand-Anse,Health post,Government/public,Urban,No,996044,Hospital,Public,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, ,No, ,.454545454545455,7,67,2,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No, ,No,No, ,Yes,150,98,0,93,93
901,A,Grand-Anse,7,Government/public,Urban,Yes,996044,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No, ,No,No, ,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,3,1,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No, ,No, ,Yes, , ,No, ,6,0, , 
902,A,Grand-Anse,6,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,No,No, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No,Yes,Yes,No, ,0,3,1,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,9,0, , 
903,A,Grand-Anse,6,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,No,Yes,.636363636363636,1,9,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,Yes,Yes,No, ,31,0, , 
904,A,Grand-Anse,7,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No,No,No,Yes,.636363636363636,0,4,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No, ,No, ,4,0, , 
906,A,Grand-Anse,6,Government/public,Rural,No,996044,Health Center/post,Public,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,No,Yes,No,Yes, ,Yes,Yes,.818181818181818,4,10,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,Yes,Yes,Yes,Yes,7,30,0,15,15
907,A,Grand-Anse,7,Private for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,No,No,Yes,Yes, ,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , , ,No,No,No,No,No,Yes,.727272727272727,1,1,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No, ,No,No, ,No, ,3,0, , 
909,A,Grand-Anse,6,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,No,No,.363636363636364,3,3,1,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,No, ,No,4,12,0, , 
