FACIL,REC$TYPE,REGION,FACTYPE,MGA,FTYPE,IPD_OPD,FACWT,Factype2,ownership,water_source,electricity,client_latrine,waste_disposal,waste_storage,sharps_disposal,sharps_storage,sterilization,equip_hld,guidelines_HLD,disinfectant,soapwater,st_precautions,latexgloves,medicalmasks,gowns,eye_protect,thermometer,stethoscope,BPmonitor,xray,fullblood,bloodsugar,liver_renal,adultO2mask,pulseoximeter,cylinders,overnight,communication,ambulance,preparedness,doctors,nurses,pharmacists,laboratorians,vaccination,growthmonitor,curativecare,familyplan,antenatal,normdelivery,PMTCT,malaria,STI,TBservice,HIVCT,ARTService,HIVcare,NCDService,surgery,cesarean,diagnostic,bloodtyping,transfusion,meetings,freqmeet,commmeet,freqcomm,quality,guidesterile,guideobserve,inpatient,numberbeds,total_full,total_part,discharges,outpatients
60349,A,Thies,Health post,Government/public,Urban,No,1483633,Health Center/post,Public,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.454545454545455,0,4,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No, ,No,9,24,0, , 
60350,A,Thies,Health post,Government/public,Urban,No,1483633,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,4,5,0, , 
60351,A,Thies,Health post,Private for profit,Urban,No,1040576,Health Center/post,Private/NGO,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No, ,Yes,Yes,.636363636363636,2,6,0,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,No, ,Yes,12,9,9,10,10
60352,A,Thies,Health post,Government/public,Urban,No,1483633,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.727272727272727,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,No,4,7,0, , 
60353,A,Thies,Health post,Government/public,Urban,No,1483633,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,3,4,0, , 
60354,A,Thies,Health post,NGO/ Private not for profit,Urban,No,1040576,Health Center/post,Private/NGO,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,Yes,No,No,No,Yes,Yes,No,.545454545454545,0,2,1,3,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,9,0, , 
60355,A,Ziguinchor,Health post,Government/public,Urban,No,845468,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes, , ,Yes,No,Yes,No,No,Yes,Yes,No,.727272727272727,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No, ,No, ,No,Yes,Yes,No,2,3,0, , 
60356,A,Ziguinchor,Health post,Government/public,Urban,No,845468,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No, ,No, ,No,Yes,Yes,No,3,4,0, , 
60357,A,Ziguinchor,Health post,Government/public,Urban,No,845468,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.636363636363636,0,1,0,0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,3,7,0, , 
60358,A,Ziguinchor,Health post,Government/public,Urban,No,845468,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.727272727272727,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,3,5,0, , 
60359,A,Ziguinchor,Health post,Government/public,Urban,No,845468,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,5,7,0, , 
60360,A,Ziguinchor,Health post,Government/public,Urban,No,845468,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,Yes,No,No,Yes,Yes,Yes,.818181818181818,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No, ,No, ,No,Yes,Yes,No,5,4,0, , 
60361,A,Ziguinchor,Health post,Government/public,Urban,No,845468,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,2,4,0, , 
60362,A,Ziguinchor,Health post,Government/public,Urban,No,845468,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,3,4,0, , 
60363,A,Ziguinchor,Health post,NGO/ Private not for profit,Urban,No,894245,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,Yes,No,.818181818181818,0,3,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No, ,No, ,No,Yes,Yes,No,8,10,0, , 
60364,A,Ziguinchor,Health post,Government/public,Urban,No,845468,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,4,3,0, , 
60365,A,Ziguinchor,Health post,Government/public,Urban,No,845468,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,0,0,0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,6,3,0, , 
60366,A,Ziguinchor,Health post,Government/public,Urban,No,845468,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes, , ,Yes,No,Yes,No,No,Yes,Yes,Yes,.909090909090909,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,6,4,0, , 
60367,A,Ziguinchor,Health post,Government/public,Urban,No,845468,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,4,5,0, , 
60368,A,Ziguinchor,Health post,NGO/ Private not for profit,Urban,No,894245,Health Center/post,Private/NGO,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.727272727272727,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,3,6,0, , 
60369,A,Ziguinchor,Health post,Government/public,Urban,No,845468,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,3,5,0, , 
60370,A,Ziguinchor,Health post,Government/public,Urban,No,845468,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,4,7,0, , 
60371,A,Ziguinchor,Health post,Government/public,Urban,Yes,845468,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,3,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,3,10,0, , 
60372,A,Ziguinchor,Health post,Government/public,Urban,No,845468,Health Center/post,Public,Yes,Yes,Yes,No,Yes,No,No,No,No, ,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,Yes,No,No,No,Yes,Yes, ,1,0,0,0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No, ,No, ,No, , ,No, ,1,0, , 
60373,A,Ziguinchor,Health post,NGO/ Private not for profit,Urban,No,894245,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,4,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No, ,No, ,No,Yes,Yes,No,6,22,0, , 
60374,A,Ziguinchor,Health post,Government/public,Urban,No,845468,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,1,0,0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,2,3,0, , 
60375,A,Ziguinchor,Health post,Government/public,Urban,No,845468,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,Yes,Yes,.818181818181818,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,Yes,Yes,No,5,6,0, , 
60376,A,Ziguinchor,Health post,Government/public,Urban,Yes,845468,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.727272727272727,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,Yes,Yes,No,5,6,0, , 
60377,A,Ziguinchor,Health post,NGO/ Private not for profit,Urban,No,894245,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,Yes,No,No,Yes,Yes,Yes,.636363636363636,1,1,0,0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No, ,No, ,No,No, ,No,2,2,0, , 
60378,A,Ziguinchor,Health post,Government/public,Urban,Yes,845468,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,Yes,.727272727272727,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,No,3,6,0, , 
60379,A,Diourbel,Health hut,Government/public,Rural, ,344592,Health Center/post,Public,No,Yes,Yes,Yes, ,Yes, , , ,Yes,Yes,Yes,Yes,Yes, , , ,No,Yes, , , , , , , , ,Yes,Yes,No, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,No, ,No,Yes,Yes,No,3, , , , 
60380,A,Diourbel,Health hut,Government/public,Rural, ,344592,Health Center/post,Public,No,Yes,Yes,No, ,Yes, , , ,Yes,Yes,Yes,Yes,Yes, , , ,No,Yes, , , , , , , , ,Yes,Yes,No, , , , , ,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,No, ,No,Yes,Yes,No,1, , , , 
60381,A,Diourbel,Health hut,Government/public,Rural, ,344592,Health Center/post,Public,Yes,No,Yes,No, ,Yes, , , ,No,Yes,No,Yes,Yes, , , ,Yes,Yes, , , , , , , , ,No,Yes,No, , , , , ,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,No, ,No,No, ,No, , , , , 
60382,A,Diourbel,Health hut,Government/public,Rural, ,344592,Health Center/post,Public,Yes,No,Yes,Yes, ,Yes, , , ,No,Yes,Yes,Yes,Yes, , , ,Yes,No, , , , , , , , ,Yes,Yes,No, , , , , ,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,No, ,No,No, ,No,1, , , , 
60383,A,Diourbel,Health hut,Government/public,Rural, ,344592,Health Center/post,Public,No,Yes,Yes,Yes, ,Yes, , , ,No,Yes,Yes,Yes,Yes, , , ,Yes,Yes, , , , , , , , ,Yes,Yes,No, , , , , ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , , , , , , ,Yes,Yes,No, ,No,No, ,No,4, , , , 
60384,A,Fatick,Health hut,Government/public,Rural, ,1196502,Health Center/post,Public,Yes,Yes,Yes,Yes, ,Yes, , , ,No,Yes,Yes,No,Yes, , , ,Yes,Yes, , , , , , , , ,Yes,Yes, , , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,No, ,No, ,No,No, ,No,7, , , , 
60385,A,Fatick,Health hut,Government/public,Rural, ,1196502,Health Center/post,Public,Yes,No,No,Yes, ,No, , , ,Yes,Yes,Yes,Yes,Yes, , , ,Yes,Yes, , , , , , , , ,No,Yes,No, , , , , ,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,No, ,No,Yes,Yes,No, , , , , 
60386,A,Fatick,Health hut,Government/public,Rural, ,1196502,Health Center/post,Public,Yes,Yes,Yes,No, ,Yes, , , ,No,Yes,Yes,Yes,Yes, , , ,Yes,Yes, , , , , , , , ,Yes,Yes,No, , , , , ,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,No, ,No,No, ,No,2, , , , 
60387,A,Fatick,Health hut,Government/public,Rural, ,1196502,Health Center/post,Public,Yes,No,Yes,Yes, ,No,No, , ,No,Yes,Yes,No,Yes, , , ,Yes,Yes, , , , , , , , ,No,Yes,No, , , , , ,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,No, ,No,No, ,No, , , , , 
60388,A,Fatick,Health hut,Government/public,Rural, ,1196502,Health Center/post,Public,No,No,Yes,No, ,Yes, , , ,No,No,No,No,Yes, , , ,Yes,No, , , , , , , , ,No,Yes,No, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,No, ,No,No, ,No, , , , , 
60389,A,Fatick,Health hut,Government/public,Rural, ,1196502,Health Center/post,Public,Yes,No,Yes,Yes, ,Yes, , , ,Yes,Yes,Yes,Yes,Yes, , , ,Yes,No, , , , , , , , ,Yes,Yes,No, , , , , ,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,No, ,No,Yes,Yes,No,2, , , , 
60390,A,Kaffrine,Health hut,Government/public,Rural, ,1078316,Health Center/post,Public,Yes,No,Yes,No, ,No, , , ,No,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,No,Yes,Yes,No,No, ,No,3, , , , 
60391,A,Kaffrine,Health hut,Government/public,Rural, ,1078316,Health Center/post,Public,Yes,No,Yes,No, ,No, , , ,No,No,Yes,No,Yes, , , ,No,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No, , , , , , , , ,Yes,No,Yes,No,No,No, ,No,1, , , , 
60392,A,Kaffrine,Health hut,Government/public,Rural, ,1078316,Health Center/post,Public,Yes,No,No,Yes, ,No, , , ,No,Yes,Yes,No,No, , , ,No,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,Yes,Yes,No,No, ,No,1, , , , 
60393,A,Kaffrine,Health hut,Government/public,Rural, ,1078316,Health Center/post,Public,No,No,No,No, ,No, , , ,No,Yes,Yes,No,Yes, , , ,No,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,Yes,No,No,No, ,No,1, , , , 
60394,A,Kaffrine,Health hut,Government/public,Rural, ,1078316,Health Center/post,Public,Yes,No,No,No, ,No, , , ,No,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,Yes,No,No,No, ,No,1, , , , 
60395,A,Kaffrine,Health hut,Government/public,Rural, ,1078316,Health Center/post,Public,No,No,No,No, ,No, , , ,No,Yes,Yes,No,Yes, , , ,No,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,No,Yes,No,No,No, ,No,1, , , , 
60396,A,Kaffrine,Health hut,Government/public,Rural, ,1078316,Health Center/post,Public,No,Yes,Yes,No, ,No, , , ,No,Yes,Yes,No,No, , , ,Yes,No, , , , , , , , ,No,Yes,No, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,No,Yes,Yes,No,No, ,No, , , , , 
60397,A,Kaokack,Health hut,Government/public,Rural, ,1148641,Health Center/post,Public,Yes,No,No,No, ,No,No, , ,No,No,Yes,No,No, , , ,Yes,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,Yes,Yes,No,No, ,No,1, , , , 
60398,A,Kaokack,Health hut,Government/public,Rural, ,1148641,Health Center/post,Public,Yes,No,Yes,No, ,No,No, , ,No,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,Yes,No,No, , , , , ,No,Yes,Yes,No,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,No,Yes,No,No,No, ,No,3, , , , 
60399,A,Kaokack,Health hut,Government/public,Rural, ,1148641,Health Center/post,Public,Yes,No,No,Yes, ,No, , , ,No,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No, , , , , , , , ,Yes,No,Yes,No,No,No, ,No,1, , , , 
60400,A,Kaokack,Health hut,Government/public,Rural, ,1148641,Health Center/post,Public,Yes,Yes,Yes,No, ,No, , , ,No,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,No,No,No,No,Yes,No,No,No,No,No, , , , , , , , ,Yes,No,Yes,No,No,No, ,No,2, , , , 
60401,A,Kaokack,Health hut,Government/public,Rural, ,1148641,Health Center/post,Public,Yes,No,No,No, ,No, , , ,No,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,No,No,No, , , , , ,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,Yes,Yes,No,No, ,No, , , , , 
60402,A,Kaokack,Health hut,Government/public,Rural, ,1148641,Health Center/post,Public,Yes,No,Yes,No, ,No, , , ,No,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,Yes,No,No,No, ,No,1, , , , 
60403,A,Kaokack,Health hut,Government/public,Rural, ,1148641,Health Center/post,Public,Yes,No,No,No, ,No, , , ,No,No,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,No,No,No, , , , , ,Yes,No,Yes,No,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,Yes,Yes,No,No, ,No, , , , , 
60404,A,Kedougou,Health hut,Government/public,Rural, ,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60405,A,Kedougou,Health hut,Government/public,Rural, ,580181,Health Center/post,Public,No,Yes,No,Yes, ,No,No, , ,No,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,No,No,No, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,No,Yes,No,No,No, ,No, , , , , 
60406,A,Kedougou,Health hut,Government/public,Rural, ,580181,Health Center/post,Public,Yes,No,No,Yes, ,No, , , ,No,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,Yes,No,No,No, ,No,1, , , , 
60407,A,Kedougou,Health hut,Government/public,Rural, ,580181,Health Center/post,Public,Yes,No,No,Yes, ,No, , , ,No,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,Yes,Yes,No,No, ,No,1, , , , 
60408,A,Kedougou,Health hut,Government/public,Rural, ,580181,Health Center/post,Public,Yes,No,Yes,Yes, ,No, , , ,No,No,Yes,No,No, , , ,Yes,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,Yes,Yes,No,No, ,No,1, , , , 
60409,A,Kedougou,Health hut,Government/public,Rural, ,580181,Health Center/post,Public,Yes,Yes,Yes,No, ,No, , , ,No,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No, , , , , , , , ,Yes,No,Yes,No,No,No, ,No,1, , , , 
60410,A,Kedougou,Health hut,Government/public,Rural, ,580181,Health Center/post,Public,No,No,Yes,No, ,No, , , ,No,No,Yes,No,No, , , ,Yes,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,Yes,Yes,No,No,No, ,No,1, , , , 
60411,A,Kedougou,Health hut,Government/public,Rural, ,580181,Health Center/post,Public,Yes,No,Yes,No, ,No, , , ,No,Yes,Yes,No,Yes, , , ,Yes,No, , , , , , , , ,Yes,No,No, , , , , ,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No, , , , , , , , ,Yes,No,Yes,No,No,No, ,No,1, , , , 
60412,A,Kedougou,Health hut,Government/public,Rural, ,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
